18:34:46.522 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:35:22.621 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@2x 1.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@3x 1.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@4x 1.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Visibility_Tool@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Brush.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Brush@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Brush@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Brush@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Slider.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Slider@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Slider@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark\d_Weight_Slider@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Dark.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone_Influence.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone_Influence@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone_Influence@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Bone_Influence@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\character_Mode.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\character_Mode@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\character_Mode@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\character_Mode@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Copy.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Copy@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Copy@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Copy@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create Bones.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create Bones@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create Bones@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create Bones@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Edge.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Edge@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Edge@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Edge@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Vertex.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Vertex@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Vertex@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Create_Vertex@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Geometry.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Geometry@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Geometry@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Geometry@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Joints.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Joints@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Joints@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Joints@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Pose.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Pose@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Pose@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Edit_Pose@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Geometry.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Geometry@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Geometry@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Geometry@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Weights.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Weights@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.622 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Weights@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Generate_Weights@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Mesh.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Mesh@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Mesh@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Mesh@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Parent_Bone.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Parent_Bone@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Parent_Bone@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Parent_Bone@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Paste.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Paste@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Paste@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Paste@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split Bones.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split Bones@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split Bones@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split Bones@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split_Edge.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split_Edge@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split_Edge@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Split_Edge@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Sprite_Mode.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Sprite_Mode@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Sprite_Mode@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Sprite_Mode@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Hidded.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Hidded@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Hidded@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Hidded@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Tool.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Tool@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Tool@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Visibility_Tool@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Weight_Brush.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Weight_Brush@2x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Weight_Brush@3x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Weight_Brush@4x.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
18:35:22.623 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.2d.animation@5.0.9\Editor\Assets\SkinningModule\Icons\Light\Weight_Slider.png.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
