11:06:09.793 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\CreateWorkspaceViewState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs\CreateRepositoryDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs\RepositoriesListHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs\RepositoriesListView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs\RepositoryExplorerDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs\RepositoryListViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\Dialogs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\DrawCreateWorkspaceView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace\ValidRepositoryName.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\CreateWorkspace.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\ChangeCategoryTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\ClientDiffTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\Dialogs\GetRestorePathDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\Dialogs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\DiffPanel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\DiffSelection.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\DiffTreeView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\DiffTreeViewMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\GetClientDiffInfos.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\MergeCategoryTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff\UnityDiffTree.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Diff.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\DownloadPlasticExeWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\FileSystemOperation.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistoryListHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistoryListView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistoryListViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistoryListViewMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistorySelection.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\HistoryTab.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History\SaveAction.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\History.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\ChangeCategoryTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\ChangeTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\DirectoryConflicts\ConflictResolutionState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\DirectoryConflicts\DrawDirectoryResolutionPanel.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\DirectoryConflicts.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IncomingChangesSelection.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IncomingChangesTab.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IncomingChangesTreeHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IncomingChangesTreeView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IncomingChangesViewMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IsCurrent.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\IsResolved.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.568 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer\UnityIncomingChangesTree.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Developer.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\ChangeCategoryTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\ChangeTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\Errors\ErrorListViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\Errors\ErrorsListHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\Errors\ErrorsListView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\Errors.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\IncomingChangesSelection.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\IncomingChangesTab.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\IncomingChangesTreeHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\IncomingChangesTreeView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\IncomingChangesViewMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon\UnityIncomingChangesTree.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\Gluon.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges\IIncomingChangesTab.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\IncomingChanges.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\ChangeCategoryTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\ChangeTreeViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\CheckinConflictsDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\CheckinMergeNeededDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\DependenciesDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\FilterRulesConfirmationDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\LaunchCheckinConflictsDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\LaunchDependenciesDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs\PendingChangesOptionsDialog.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\Dialogs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\DrawCommentTextArea.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\FilesFilterPatternsMenuBuilder.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesMultiColumnHeader.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesSelection.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesTab.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesTab_Operations.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesTreeHeaderState.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesTreeView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingChangesViewMenu.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingMergeLinks\MergeLinkListViewItem.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingMergeLinks\MergeLinksListView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\PendingMergeLinks.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges\UnityPendingChangesTree.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\PendingChanges.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Welcome\DownloadAndInstallOperation.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Welcome\GetInstallerTmpFileName.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Welcome\MacOSConfigWorkaround.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Welcome\WelcomeView.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views\Welcome.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\Views.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\ViewSwitcher.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WebApi\CredentialsResponse.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WebApi\PlasticScmRestApiClient.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WebApi\TokenExchangeResponse.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WebApi\UnityPackageBetaEnrollResponse.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WebApi.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM\WorkspaceWindow.cs.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
11:06:38.569 |V| PsiCaches                     | :1                 | <PsiCaches.FileChange> Type: Added SourceFile Library\PackageCache\com.unity.collab-proxy@1.9.0\Editor\PlasticSCM.meta of type UnityExternalPsiSourceFile ShouldBuildCaches True
